"","scientificname","tiplabel","gen","fam","ord","clade","higher","MSW3_sciName_matched","genes","extinct.","tipDR_10k_harmMeans","MarineOrNot","taxa","trait","value","Barren.Rocky","Cropland","Forest","Grassland","Mosaic.Cropland","Other","Savanna","Shrubland","Urban","Water.Body","Wetland","Min_Elev","Max_Elev","source","Andes_Overlap","Forest_Biome","Grass_Biome","Origin_Class","binOrigin_all","binOrigin_rodents","binOrigin_nonRod","A_H","NA_TeF","NA_TrF","SA_TeF","SA_TrF","NA_TeG","NA_TrG","SA_TeG","SA_TrG","z_NONE","endemic_protoAndesForest","endemic_lowlandForest","endemic_grassLowHigh","widespread_newBiomes"
"1767","Dermanura_incomitatus","Dermanura_incomitatus_PHYLLOSTOMIDAE_CHIROPTERA","Dermanura","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Artibeus_incomitatus",1,0,0.30488489,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","South_America",0,0,0,"0","0","1","0","0","0","0","0","0","1",0,1,0,0
"1768","Dryadonycteris_capixaba","Dryadonycteris_capixaba_PHYLLOSTOMIDAE_CHIROPTERA","Dryadonycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,0.082211548,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"South_America",0,0,0,"1","0","0","0","0","0","0","0","0","1",1,0,0,0
"1769","Heteromys_catopterius","Heteromys_catopterius_HETEROMYIDAE_RODENTIA","Heteromys","HETEROMYIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,0,0,0.224812252,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,2425,"from 2 sources",NA,NA,NA,"North_America",1,1,0,"0","0","0","0","0","0","0","0","1","1",0,0,1,0
"1770","Proechimys_magdalenae","Proechimys_magdalenae_ECHIMYIDAE_RODENTIA","Proechimys","ECHIMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Proechimys_magdalenae",0,0,0.271507305,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,500,NA,0.466573393,"Forest","","South_America",0,0,0,"1","0","0","0","1","0","0","0","0","0",0,0,0,1
"1771","Proechimys_poliopus","Proechimys_poliopus_ECHIMYIDAE_RODENTIA","Proechimys","ECHIMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Proechimys_poliopus",0,0,0.273734778,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046294338,"Forest","","South_America",0,0,0,"1","0","0","0","1","0","0","0","0","0",0,0,0,1
"1772","Monophyllus_redmani","Monophyllus_redmani_PHYLLOSTOMIDAE_CHIROPTERA","Monophyllus","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Monophyllus_redmani",7,0,0.10296851,0,"mammals","habitat_mol","Other",0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,"","","South_America",0,0,0,"0","0","0","0","0","0","0","0","0","1",0,0,0,1
"1773","Myotis_cobanensis","Myotis_cobanensis_VESPERTILIONIDAE_CHIROPTERA","Myotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Myotis_cobanensis",0,0,0.239225585,0,"mammals","habitat_mol","Urban",0,0,0,0,0,0,0,0,1,0,0,1305,1305,"IUCN",NA,"","","North_America",1,0,1,"0","0","0","0","0","0","1","0","0","0",0,0,1,0
"1774","Rhogeessa_genowaysi","Rhogeessa_genowaysi_VESPERTILIONIDAE_CHIROPTERA","Rhogeessa","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Rhogeessa_genowaysi",1,0,0.179284138,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,50,"from 2 sources",NA,"Forest","","North_America",1,0,1,"1","0","1","0","0","0","0","0","0","1",0,0,0,1
"1775","Sylvilagus_varynaensis","Sylvilagus_varynaensis_LEPORIDAE_LAGOMORPHA","Sylvilagus","LEPORIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Sylvilagus_varynaensis",0,0,0.312738912,0,"mammals","habitat_mol","Forest,Savanna",0,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,"Forest","Grass_Savanna","North_America",1,0,1,"0","0","0","0","0","0","0","0","1","0",0,0,1,0
"1776","Coendou_speratus","Coendou_speratus_ERETHIZONTIDAE_RODENTIA","Coendou","ERETHIZONTIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires",NA,1,0,0.233062623,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"South_America",0,0,0,"0","0","0","0","1","0","0","0","0","1",0,1,0,0
"1777","Tapirus_kabomani","Tapirus_kabomani_TAPIRIDAE_PERISSODACTYLA","Tapirus","TAPIRIDAE","PERISSODACTYLA","Perissodactyla","Laurasiatheria",NA,2,0,0.105140063,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North_America",1,0,1,"0","0","0","0","1","0","0","0","0","0",0,1,0,0
"1778","Dasyprocta_cristata","Dasyprocta_cristata_DASYPROCTIDAE_RODENTIA","Dasyprocta","DASYPROCTIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Dasyprocta_cristata",0,0,0.232488536,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","South_America",0,0,0,"0","0","0","0","1","0","0","0","0","0",0,1,0,0
"1779","Mico_leucippe","Mico_leucippe_CALLITRICHIDAE_PRIMATES","Mico","CALLITRICHIDAE","PRIMATES","Platyrrhini","Euarchontoglires",NA,0,0,0.368042074,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Forest","","South_America",0,0,0,"0","0","0","0","1","0","0","0","0","0",0,1,0,0
"1780","Callibella_humilis","Callibella_humilis_CALLITRICHIDAE_PRIMATES","Callibella","CALLITRICHIDAE","PRIMATES","Platyrrhini","Euarchontoglires",NA,0,0,0.162318439,0,"mammals","habitat_mol","Other,Mosaic Cropland,Forest",0,0,1,0,1,1,0,0,0,0,0,NA,NA,NA,NA,"Forest","","South_America",0,0,0,"0","0","0","0","1","0","0","0","0","0",0,1,0,0
"1781","Mico_acariensis","Mico_acariensis_CALLITRICHIDAE_PRIMATES","Mico","CALLITRICHIDAE","PRIMATES","Platyrrhini","Euarchontoglires",NA,0,0,0.373691394,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Forest","","South_America",0,0,0,"0","0","0","0","1","0","0","0","0","0",0,1,0,0
"1782","Mico_manicorensis","Mico_manicorensis_CALLITRICHIDAE_PRIMATES","Mico","CALLITRICHIDAE","PRIMATES","Platyrrhini","Euarchontoglires",NA,0,0,0.373777591,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forest","","South_America",0,0,0,"0","0","0","0","1","0","0","0","0","0",0,1,0,0
"1783","Mico_intermedius","Mico_intermedius_CALLITRICHIDAE_PRIMATES","Mico","CALLITRICHIDAE","PRIMATES","Platyrrhini","Euarchontoglires",NA,0,0,0.382317792,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Forest","","South_America",0,0,0,"0","0","0","0","1","0","0","0","0","0",0,1,0,0
"1784","Callicebus_miltoni","Callicebus_miltoni_PITHECIIDAE_PRIMATES","Callicebus","PITHECIIDAE","PRIMATES","Platyrrhini","Euarchontoglires",NA,0,0,0.346822468,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South_America",0,0,0,"0","0","0","0","1","0","0","0","0","0",0,1,0,0
"1785","Cerradomys_akroai","Cerradomys_akroai_CRICETIDAE_RODENTIA","Cerradomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,1,0,0.22493588,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North_America",1,1,0,"0","0","0","0","0","0","0","0","1","0",0,0,1,0
"1786","Kerodon_acrobata","Kerodon_acrobata_CAVIIDAE_RODENTIA","Kerodon","CAVIIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Kerodon_acrobata",1,0,0.110274976,0,"mammals","habitat_mol","Forest,Savanna,Barren/Rocky",1,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,"Forest","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","0","1","0",0,0,1,0
"1787","Galea_flavidens","Galea_flavidens_CAVIIDAE_RODENTIA","Galea","CAVIIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Galea_flavidens",0,0,0.126885075,0,"mammals","habitat_mol","Savanna,Barren/Rocky",1,0,0,0,0,0,1,0,0,0,0,1300,1500,"Mammals of South America 2, Volume 238",NA,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","0","1","0",0,0,1,0
"1788","Cerradomys_marinhus","Cerradomys_marinhus_CRICETIDAE_RODENTIA","Cerradomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,1,0,0.167015517,0,"mammals","habitat_mol","Savanna,Shrubland,Grassland",0,0,0,1,0,0,1,1,0,0,0,NA,NA,NA,NA,"","Grass_Savanna","North_America",1,1,0,"0","0","0","0","0","0","0","0","1","0",0,0,1,0
"1789","Lonchophylla_dekeyseri","Lonchophylla_dekeyseri_PHYLLOSTOMIDAE_CHIROPTERA","Lonchophylla","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lonchophylla_dekeyseri",0,0,0.19775312,0,"mammals","habitat_mol","Savanna,Other",0,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","0","1","0",0,0,1,0
"1790","Wiedomys_cerradensis","Wiedomys_cerradensis_CRICETIDAE_RODENTIA","Wiedomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,3,0,0.098261923,0,"mammals","habitat_mol","Forest,Shrubland",0,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,"Forest","","North_America",1,1,0,"0","0","0","0","0","0","0","0","1","0",0,0,1,0
"1791","Oecomys_cleberi","Oecomys_cleberi_CRICETIDAE_RODENTIA","Oecomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oecomys_cleberi",1,0,0.182482895,0,"mammals","habitat_mol","Forest,Water Body",0,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,"Forest","","North_America",1,1,0,"0","0","0","0","0","0","0","0","1","0",0,0,1,0
"1792","Kunsia_fronto","Kunsia_fronto_CRICETIDAE_RODENTIA","Kunsia","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Kunsia_fronto",0,0,0.157208404,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Grass_Savanna","North_America",1,1,0,"0","0","0","0","0","0","0","1","1","0",0,0,1,0
"1793","Microakodontomys_transitorius","Microakodontomys_transitorius_CRICETIDAE_RODENTIA","Microakodontomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Microakodontomys_transitorius",1,0,0.123957471,0,"mammals","habitat_mol","Shrubland,Grassland",0,0,0,1,0,0,0,1,0,0,0,1100,1100,"IUCN",NA,"","Grass_Savanna","North_America",1,1,0,"0","0","0","0","0","0","0","0","1","0",0,0,1,0
"1794","Oxymycterus_delator","Oxymycterus_delator_CRICETIDAE_RODENTIA","Oxymycterus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oxymycterus_delator",2,0,0.350647258,0,"mammals","habitat_mol","Grassland,Wetland",0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,"","Grass_Savanna","North_America",1,1,0,"0","0","0","0","0","0","0","1","1","0",0,0,1,0
"1795","Micronycteris_yatesi","Micronycteris_yatesi_PHYLLOSTOMIDAE_CHIROPTERA","Micronycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,1,0,0.124604353,0,"mammals","habitat_mol","Forest,Savanna",0,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,"South_America",0,0,0,"1","0","0","0","1","0","0","1","1","0",0,0,0,1
"1796","Leontopithecus_chrysopygus","Leontopithecus_chrysopygus_CALLITRICHIDAE_PRIMATES","Leontopithecus","CALLITRICHIDAE","PRIMATES","Platyrrhini","Euarchontoglires","Leontopithecus_chrysopygus",0,0,0.229441928,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,900,"IUCN",NA,"Forest","","South_America",0,0,0,"1","0","0","0","0","0","0","0","0","1",1,0,0,0
"1797","Brucepattersonius_igniventris","Brucepattersonius_igniventris_CRICETIDAE_RODENTIA","Brucepattersonius","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Brucepattersonius_igniventris",4,0,0.227353573,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Forest","","North_America",1,1,0,"1","0","0","0","0","0","0","0","0","1",1,0,0,0
"1798","Brucepattersonius_soricinus","Brucepattersonius_soricinus_CRICETIDAE_RODENTIA","Brucepattersonius","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Brucepattersonius_soricinus",2,0,0.315541564,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,30,"from 2 sources",NA,"Forest","","North_America",1,1,0,"1","0","0","0","0","0","0","0","0","1",1,0,0,0
"1799","Clyomys_bishopi","Clyomys_bishopi_ECHIMYIDAE_RODENTIA","Clyomys","ECHIMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Clyomys_bishopi",0,0,0.137380744,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forest","Grass_Savanna","South_America",0,0,0,"1","0","0","0","0","0","0","0","1","0",0,0,0,1
"1800","Monodelphis_unistriatus","Monodelphis_unistriatus_DIDELPHIDAE_DIDELPHIMORPHIA","Monodelphis","DIDELPHIDAE","DIDELPHIMORPHIA","Didelphimorphia","Marsupialia",NA,0,0,0.136316161,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forest","","South_America",0,0,0,"1","0","0","0","0","0","0","0","0","0",1,0,0,0
"1801","Akodon_sanctipaulensis","Akodon_sanctipaulensis_CRICETIDAE_RODENTIA","Akodon","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Akodon_sanctipaulensis",0,0,0.184253717,0,"mammals","habitat_mol","Forest,Shrubland,Grassland",0,0,1,1,0,0,0,1,0,0,0,NA,NA,"Mammals of South America 2, Volume 328",NA,"","Grass_Savanna","North_America",1,1,0,"1","0","0","0","0","0","0","0","1","1",0,0,0,1
"1802","Drymoreomys_albimaculatus","Drymoreomys_albimaculatus_CRICETIDAE_RODENTIA","Drymoreomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,1,0,0.117069952,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,650,1200,"Mammals of South America 2, Volume 251",NA,NA,NA,"North_America",1,1,0,"0","0","0","1","0","0","0","0","0","1",0,1,0,0
"1803","Calomys_fecundus","Calomys_fecundus_CRICETIDAE_RODENTIA","Calomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,1,0,0.381322469,0,"mammals","habitat_mol","Cropland,Mosaic Cropland,Urban,Forest",0,1,1,0,1,0,0,0,1,0,0,600,2700,NA,1,"Forest","","North_America",1,1,0,"1","0","0","0","1","0","0","1","0","0",0,0,0,1
"1804","Ctenomys_erikacuellarae","Ctenomys_erikacuellarae_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires",NA,1,0,0.373481193,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South_America",0,0,0,"1","0","0","0","0","0","0","1","0","0",0,0,0,1
"1805","Catagonus_wagneri","Catagonus_wagneri_TAYASSUIDAE_CETARTIODACTYLA","Catagonus","TAYASSUIDAE","CETARTIODACTYLA","Suina","Laurasiatheria","Catagonus_wagneri",2,0,0.069500916,0,"mammals","habitat_mol","Savanna,Shrubland",0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,"","Grass_Savanna","North_America",1,0,1,"0","0","0","0","0","0","0","1","1","0",0,0,1,0
"1806","Ctenomys_conoveri","Ctenomys_conoveri_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_conoveri",2,0,0.34885555,0,"mammals","habitat_mol","Shrubland,Grassland",0,0,0,1,0,0,0,1,0,0,0,175,400,"IUCN",0.056957877,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1807","Thylamys_pusillus","Thylamys_pusillus_DIDELPHIDAE_DIDELPHIMORPHIA","Thylamys","DIDELPHIDAE","DIDELPHIMORPHIA","Didelphimorphia","Marsupialia","Thylamys_pusillus",8,0,0.206245395,0,"mammals","habitat_mol","Forest,Savanna",0,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,0.001235682,"","Grass_Savanna","South_America",0,0,0,"1","0","0","0","1","0","0","1","1","0",0,0,0,1
"1808","Ctenomys_yatesi","Ctenomys_yatesi_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires",NA,0,0,0.444065776,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South_America",0,0,0,"0","0","0","0","1","0","0","1","1","0",0,0,0,1
"1809","Akodon_pervalens","Akodon_pervalens_CRICETIDAE_RODENTIA","Akodon","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Akodon_pervalens",0,0,0.175004871,0,"mammals","habitat_mol","Forest,Shrubland",0,0,1,0,0,0,0,1,0,0,0,900,2100,NA,1,"Forest","","North_America",1,1,0,"1","0","0","0","0","0","0","1","0","0",0,0,0,1
"1810","Ctenomys_andersoni","Ctenomys_andersoni_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires",NA,1,0,0.373801188,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South_America",0,0,0,"1","0","0","0","0","0","0","1","0","0",0,0,0,1
"1811","Phyllotis_caprinus","Phyllotis_caprinus_CRICETIDAE_RODENTIA","Phyllotis","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Phyllotis_caprinus",1,0,0.244688079,0,"mammals","habitat_mol","Cropland,Mosaic Cropland,Forest,Shrubland,Grassland",0,1,1,1,1,0,0,1,0,0,0,2100,4500,"from 2 sources",1,"Forest","Grass_Savanna","North_America",1,1,0,"1","0","0","0","0","0","0","1","0","0",0,0,0,1
"1812","Ctenomys_dorsalis","Ctenomys_dorsalis_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_dorsalis",0,0,0.455076613,0,"mammals","habitat_mol","Savanna",0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1813","Ctenomys_frater","Ctenomys_frater_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_frater",1,0,0.367620256,0,"mammals","habitat_mol","Mosaic Cropland,Grassland",0,0,0,1,1,0,0,0,0,0,0,600,4500,"from 2 sources",0.896941019,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1814","Ctenomys_lewisi","Ctenomys_lewisi_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_lewisi",1,0,0.36553857,0,"mammals","habitat_mol","Cropland,Mosaic Cropland,Grassland",0,1,0,1,1,0,0,0,0,0,0,2600,4000,"from 2 sources",1,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1815","Tapecomys_primus","Tapecomys_primus_CRICETIDAE_RODENTIA","Tapecomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Tapecomys_primus",2,0,0.157364396,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,1200,1500,NA,1,"Forest","","North_America",1,1,0,"0","0","0","0","1","0","0","0","0","0",0,1,0,0
"1816","Ctenomys_sylvanus","Ctenomys_sylvanus_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_sylvanus",0,0,0.475608681,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,1500,NA,0.768736735,"","","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1817","Oxymycterus_akodontius","Oxymycterus_akodontius_CRICETIDAE_RODENTIA","Oxymycterus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oxymycterus_akodontius",0,0,0.391602524,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1300,3000,NA,1,"Forest","","North_America",1,1,0,"1","0","0","0","0","0","0","1","0","0",0,0,0,1
"1818","Ctenomys_saltarius","Ctenomys_saltarius_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_saltarius",1,0,0.518487388,0,"mammals","habitat_mol","Barren/Rocky",1,0,0,0,0,0,0,0,0,0,0,1500,3500,NA,1,"","","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1819","Eligmodontia_puerulus","Eligmodontia_puerulus_CRICETIDAE_RODENTIA","Eligmodontia","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Eligmodontia_puerulus",1,0,0.261407868,0,"mammals","habitat_mol","Shrubland,Grassland",0,0,0,1,0,0,0,1,0,0,0,3000,4800,"from 3 sources",1,"","Grass_Savanna","North_America",1,1,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1820","Microcavia_shiptoni","Microcavia_shiptoni_CAVIIDAE_RODENTIA","Microcavia","CAVIIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Microcavia_shiptoni",0,0,0.129699519,0,"mammals","habitat_mol","Grassland,Barren/Rocky",1,0,0,1,0,0,0,0,0,0,0,3000,4000,NA,1,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1821","Ctenomys_knighti","Ctenomys_knighti_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_knighti",0,0,0.466340965,0,"mammals","habitat_mol","Grassland",0,0,0,1,0,0,0,0,0,0,0,770,3000,"from 3 sources",1,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1822","Eligmodontia_moreni","Eligmodontia_moreni_CRICETIDAE_RODENTIA","Eligmodontia","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Eligmodontia_moreni",1,0,0.261407868,0,"mammals","habitat_mol","Shrubland,Barren/Rocky",1,0,0,0,0,0,0,1,0,0,0,500,3900,"from 2 sources",0.63716919,"","","North_America",1,1,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1823","Eligmodontia_bolsonensis","Eligmodontia_bolsonensis_CRICETIDAE_RODENTIA","Eligmodontia","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,1,0,0.250023305,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,NA,"from 2 sources",NA,NA,NA,"North_America",1,1,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1824","Oxymycterus_wayku","Oxymycterus_wayku_CRICETIDAE_RODENTIA","Oxymycterus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,1,0,0.339674321,0,"mammals","habitat_mol","Forest,Grassland",0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"North_America",1,1,0,"1","0","0","0","0","0","0","1","0","0",0,0,0,1
"1825","Ctenomys_argentinus","Ctenomys_argentinus_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_argentinus",1,0,0.70103481,0,"mammals","habitat_mol","Shrubland,Grassland",0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1826","Chacodelphys_formosa","Chacodelphys_formosa_DIDELPHIDAE_DIDELPHIMORPHIA","Chacodelphys","DIDELPHIDAE","DIDELPHIMORPHIA","Didelphimorphia","Marsupialia",NA,0,0,0.062093829,0,"mammals","habitat_mol","Shrubland",0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,"","","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1827","Ctenomys_bonettoi","Ctenomys_bonettoi_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_bonettoi",1,0,0.793256016,0,"mammals","habitat_mol","Shrubland",0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,"","","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1828","Scapteromys_aquaticus","Scapteromys_aquaticus_CRICETIDAE_RODENTIA","Scapteromys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Scapteromys_aquaticus",2,0,0.211855074,0,"mammals","habitat_mol","Shrubland,Wetland",0,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,"","","North_America",1,1,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1829","Ctenomys_scagliai","Ctenomys_scagliai_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_scagliai",1,0,0.518705859,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,2500,NA,1,"","","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1830","Ctenomys_tuconax","Ctenomys_tuconax_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_tuconax",1,0,0.209477232,0,"mammals","habitat_mol","Savanna,Shrubland,Grassland",0,0,0,1,0,0,1,1,0,0,0,262,469,"from 3 sources",0.401960588,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
